,address,blocknumber,topics,transactionhash,event,blocktimestamp,player_address,block_date,week_start
20,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44172940,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xd36f8c1ef6cdbe329ffefbda1756a9e3f040ee7ebe2518839d856b45de31a8c0,SmithGoldKey,2023-06-21 15:43:00,d22e9c523c8e3c84727929bf1d4627889b75e35e,2023-06-21,2023-06-19
21,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44172940,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xd36f8c1ef6cdbe329ffefbda1756a9e3f040ee7ebe2518839d856b45de31a8c0,SmithGoldKey,2023-06-21 15:43:00,d22e9c523c8e3c84727929bf1d4627889b75e35e,2023-06-21,2023-06-19
22,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44176756,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x7d78e6bb4b485a8dc1ec9b9a539891ebcef93fa05efbd166e5d84853a4552e35,SmithGoldKey,2023-06-21 18:06:22,d22e9c523c8e3c84727929bf1d4627889b75e35e,2023-06-21,2023-06-19
23,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44176756,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x7d78e6bb4b485a8dc1ec9b9a539891ebcef93fa05efbd166e5d84853a4552e35,SmithGoldKey,2023-06-21 18:06:22,d22e9c523c8e3c84727929bf1d4627889b75e35e,2023-06-21,2023-06-19
24,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44201372,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xd0b2e1b834ace2093de22afaf76afda30598bd22655363ff375b0d63282c89bd,SmithGoldKey,2023-06-22 09:38:18,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-22,2023-06-19
25,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44201372,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xd0b2e1b834ace2093de22afaf76afda30598bd22655363ff375b0d63282c89bd,SmithGoldKey,2023-06-22 09:38:18,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-22,2023-06-19
26,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44201454,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x9e71e0bffefd3c7951729570ecc3a027c6241100bac6ce13d5d19cf1a1100b44,SmithGoldKey,2023-06-22 09:41:12,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-22,2023-06-19
27,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44201454,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x9e71e0bffefd3c7951729570ecc3a027c6241100bac6ce13d5d19cf1a1100b44,SmithGoldKey,2023-06-22 09:41:12,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-22,2023-06-19
28,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44201466,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xcbe3a6966700c5526308b7e28c2abdc028d260b05952586e5598d976062f47d6,SmithGoldKey,2023-06-22 09:41:38,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-22,2023-06-19
29,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44201466,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xcbe3a6966700c5526308b7e28c2abdc028d260b05952586e5598d976062f47d6,SmithGoldKey,2023-06-22 09:41:38,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-22,2023-06-19
30,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44211765,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xba03fe758bf3da9916a936d87d1a131452e4df2f0183732fa992b56746bef839,SmithGoldKey,2023-06-22 16:06:42,d22e9c523c8e3c84727929bf1d4627889b75e35e,2023-06-22,2023-06-19
31,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44211765,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xba03fe758bf3da9916a936d87d1a131452e4df2f0183732fa992b56746bef839,SmithGoldKey,2023-06-22 16:06:42,d22e9c523c8e3c84727929bf1d4627889b75e35e,2023-06-22,2023-06-19
32,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44227746,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xe00f27ac0dea41c1924c231e7d97e163b0e13e9c4f695f14b42a12d424ea1900,SmithGoldKey,2023-06-23 02:02:27,7b07e60b247c3eb4aa7e4d85a5cc1f4f1a1c65a4,2023-06-23,2023-06-19
33,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44227746,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xe00f27ac0dea41c1924c231e7d97e163b0e13e9c4f695f14b42a12d424ea1900,SmithGoldKey,2023-06-23 02:02:27,7b07e60b247c3eb4aa7e4d85a5cc1f4f1a1c65a4,2023-06-23,2023-06-19
34,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44227790,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x71df8f60c74d7ebad8a67921ea1399cb98875d85f9d6ec4e67b765060ee2a08b,SmithGoldKey,2023-06-23 02:03:59,7b07e60b247c3eb4aa7e4d85a5cc1f4f1a1c65a4,2023-06-23,2023-06-19
35,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44227790,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x71df8f60c74d7ebad8a67921ea1399cb98875d85f9d6ec4e67b765060ee2a08b,SmithGoldKey,2023-06-23 02:03:59,7b07e60b247c3eb4aa7e4d85a5cc1f4f1a1c65a4,2023-06-23,2023-06-19
36,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44227873,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xc82b67b0ea0e7b000c2ba328fc133b0c749a26494fa7a236080f155da6c58663,SmithGoldKey,2023-06-23 02:08:15,7b07e60b247c3eb4aa7e4d85a5cc1f4f1a1c65a4,2023-06-23,2023-06-19
37,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44227873,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xc82b67b0ea0e7b000c2ba328fc133b0c749a26494fa7a236080f155da6c58663,SmithGoldKey,2023-06-23 02:08:15,7b07e60b247c3eb4aa7e4d85a5cc1f4f1a1c65a4,2023-06-23,2023-06-19
38,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44295266,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x12e16b942b27d9ea50e9b796e840e148224070da6857ec80311d16760042e802,SmithGoldKey,2023-06-24 20:27:29,d22e9c523c8e3c84727929bf1d4627889b75e35e,2023-06-24,2023-06-19
39,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44295266,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x12e16b942b27d9ea50e9b796e840e148224070da6857ec80311d16760042e802,SmithGoldKey,2023-06-24 20:27:29,d22e9c523c8e3c84727929bf1d4627889b75e35e,2023-06-24,2023-06-19
40,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44295280,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x4d224c2d7bf31ecc810b33d0a2074e97ca7e69f69932d22f9dd34f6ba4b2c459,SmithGoldKey,2023-06-24 20:27:59,d22e9c523c8e3c84727929bf1d4627889b75e35e,2023-06-24,2023-06-19
41,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44295280,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x4d224c2d7bf31ecc810b33d0a2074e97ca7e69f69932d22f9dd34f6ba4b2c459,SmithGoldKey,2023-06-24 20:27:59,d22e9c523c8e3c84727929bf1d4627889b75e35e,2023-06-24,2023-06-19
42,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44295298,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x07e296fe92b175e98f834019b5d24c945eed3745b33f37b6c48af4758c4a7c56,SmithGoldKey,2023-06-24 20:28:37,d22e9c523c8e3c84727929bf1d4627889b75e35e,2023-06-24,2023-06-19
43,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44295298,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x07e296fe92b175e98f834019b5d24c945eed3745b33f37b6c48af4758c4a7c56,SmithGoldKey,2023-06-24 20:28:37,d22e9c523c8e3c84727929bf1d4627889b75e35e,2023-06-24,2023-06-19
44,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44304041,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x8fc0c88207befe0bf96a15788d812da27d79dd912e0c3d2048396e700581d7be,SmithGoldKey,2023-06-25 02:05:53,85d7273d382b6f8b2be9c0c17993dbd23d1ddda9,2023-06-25,2023-06-19
45,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44304041,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x8fc0c88207befe0bf96a15788d812da27d79dd912e0c3d2048396e700581d7be,SmithGoldKey,2023-06-25 02:05:53,85d7273d382b6f8b2be9c0c17993dbd23d1ddda9,2023-06-25,2023-06-19
46,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44359727,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x39329a9bcefa81e72979097070ee60c3e7e258dbfd2968d01d070198aa8c9d2c,SmithGoldKey,2023-06-26 12:28:31,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-26,2023-06-26
47,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44359727,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x39329a9bcefa81e72979097070ee60c3e7e258dbfd2968d01d070198aa8c9d2c,SmithGoldKey,2023-06-26 12:28:31,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-26,2023-06-26
48,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44384289,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x57eb6255115fd4b514a47aa2d71e1470fb3ea29124b8c497ced4db5899693eda,SmithGoldKey,2023-06-27 03:36:37,85d7273d382b6f8b2be9c0c17993dbd23d1ddda9,2023-06-27,2023-06-26
49,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44384289,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x57eb6255115fd4b514a47aa2d71e1470fb3ea29124b8c497ced4db5899693eda,SmithGoldKey,2023-06-27 03:36:37,85d7273d382b6f8b2be9c0c17993dbd23d1ddda9,2023-06-27,2023-06-26
50,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44417916,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x19529767f29654ef1c946fe3b417bfe101ce2512af57b6dfebe86eb9b0324b90,SmithGoldKey,2023-06-28 00:32:41,85d7273d382b6f8b2be9c0c17993dbd23d1ddda9,2023-06-28,2023-06-26
51,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44417916,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x19529767f29654ef1c946fe3b417bfe101ce2512af57b6dfebe86eb9b0324b90,SmithGoldKey,2023-06-28 00:32:41,85d7273d382b6f8b2be9c0c17993dbd23d1ddda9,2023-06-28,2023-06-26
52,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44453765,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x9bfa4114ab53c4834317f0117828b4bbe53b9baa5f79ede126ac7708f59cf90a,SmithGoldKey,2023-06-28 22:25:31,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-28,2023-06-26
53,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44453765,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x9bfa4114ab53c4834317f0117828b4bbe53b9baa5f79ede126ac7708f59cf90a,SmithGoldKey,2023-06-28 22:25:31,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-28,2023-06-26
54,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44505023,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x09241ffde1c019139a9233d64ebd271d3a328af3efb84233fb2720570e2275da,SmithGoldKey,2023-06-30 05:50:17,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-30,2023-06-26
55,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44505023,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x09241ffde1c019139a9233d64ebd271d3a328af3efb84233fb2720570e2275da,SmithGoldKey,2023-06-30 05:50:17,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-30,2023-06-26
56,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44505026,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x2580cace392afe52d46a5925716a428eb8ce72b4f249a66dc1c122089ab36507,SmithGoldKey,2023-06-30 05:50:25,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-30,2023-06-26
57,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44505026,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x2580cace392afe52d46a5925716a428eb8ce72b4f249a66dc1c122089ab36507,SmithGoldKey,2023-06-30 05:50:25,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-30,2023-06-26
58,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44505038,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x3702925af8a4522a696372f83bfa7cde519f853e6d61aac23eaf93c72cf0ae3d,SmithGoldKey,2023-06-30 05:50:49,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-30,2023-06-26
59,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44505038,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x3702925af8a4522a696372f83bfa7cde519f853e6d61aac23eaf93c72cf0ae3d,SmithGoldKey,2023-06-30 05:50:49,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-30,2023-06-26
60,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44505057,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x884e8d93196b6744d848e6ac34a8e2a681cddd76f47642c05d855d828c478346,SmithGoldKey,2023-06-30 05:51:31,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-30,2023-06-26
61,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44505057,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x884e8d93196b6744d848e6ac34a8e2a681cddd76f47642c05d855d828c478346,SmithGoldKey,2023-06-30 05:51:31,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-30,2023-06-26
62,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44505068,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xc75bea649f35857e61a6b3ed8cc0609f4186c19f0372f3953ce1a3324771b886,SmithGoldKey,2023-06-30 05:51:53,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-30,2023-06-26
63,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44505068,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xc75bea649f35857e61a6b3ed8cc0609f4186c19f0372f3953ce1a3324771b886,SmithGoldKey,2023-06-30 05:51:53,322ab5c47ab273ebb5eb270142f5abf0081ddc64,2023-06-30,2023-06-26
64,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44528923,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x3715cf1c67004e39da73d5f5a82ffe6f14238e6f01ddfdac4e4812744f07dcd5,SmithGoldKey,2023-06-30 20:16:16,7b07e60b247c3eb4aa7e4d85a5cc1f4f1a1c65a4,2023-06-30,2023-06-26
65,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44528923,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x3715cf1c67004e39da73d5f5a82ffe6f14238e6f01ddfdac4e4812744f07dcd5,SmithGoldKey,2023-06-30 20:16:16,7b07e60b247c3eb4aa7e4d85a5cc1f4f1a1c65a4,2023-06-30,2023-06-26
66,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44528953,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xba57a088b5dd51fc4aafc9268f465877d8c73b528ac5c14a442f041955259e67,SmithGoldKey,2023-06-30 20:17:20,7b07e60b247c3eb4aa7e4d85a5cc1f4f1a1c65a4,2023-06-30,2023-06-26
67,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44528953,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0xba57a088b5dd51fc4aafc9268f465877d8c73b528ac5c14a442f041955259e67,SmithGoldKey,2023-06-30 20:17:20,7b07e60b247c3eb4aa7e4d85a5cc1f4f1a1c65a4,2023-06-30,2023-06-26
68,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44631180,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x3142902bf8c0ee58702ed21e829d772bf26ceb60a045c458d47e5681e22ccb2f,SmithGoldKey,2023-07-03 11:09:09,38609dfafd263ee026e07831abdfd99ff0d5f4cd,2023-07-03,2023-07-03
69,0x702981899f3b1741e0cb0dbc00e36e6a64011ac0,44631180,['0xf1c826b6c71ff8f70eec86fe78b7636ef40cf3d00050a8db446a5dcdb98aff5a'],0x3142902bf8c0ee58702ed21e829d772bf26ceb60a045c458d47e5681e22ccb2f,SmithGoldKey,2023-07-03 11:09:09,38609dfafd263ee026e07831abdfd99ff0d5f4cd,2023-07-03,2023-07-03
